Código;Família;Subtipo;Descrição;Especialidade;Conc. JJ Ref 1;Conc. JJ Ref 2;Conc. JJ Ref 3;Conc. JJ Ref 4;Diâmetro;Comprimento Fio;Descrição completa agulha;Tipo;Cod. Agulha;Curv;Tamanho Agulha;Env / Cxa;Observação ;RMS;Descrição para Licitação;Composto;NomeConcorrente;codigo_bioline
VPF704X;SURGIPRO II;CARDIO;SURGIPRO II AZUL 7-0 60CM 2 KVF-1;Cardiovascular;8704T;;;;7-0;60 cm;3/8 Tapercutting Corpo Plano 9 mm;Tapercutting Corpo Plano;2 x KVF1;3/8;9 mm;36;;10349000196;Fio de sutura cirúrgica Surgipro II Azul composto por Polipropileno monofilamentar, de diâmetro USP 7-0 com 60 cm de comprimento, com 2 agulhas 2 x KVF1 de  curvatura 3/8Tapercutting Corpo Plano de 9 mm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000196 Código/modelo:VPF704X- Fabricante: Covidien LLC. Origem: Importado da República Dominicana ou dos Estados Unidos da América.;Polipropileno;Prolene;
VPF713X;SURGIPRO II;CARDIO;SURGIPRO II AZUL 7-0 75CM 2 CVF1;Cardiovascular;EP8755H;;8755H;;7-0;75 cm;3/8 Círc.Cilíndrico Corpo Plano 9 mm;Círc.Cilíndrico Corpo Plano;CVF1;3/8;9 mm;36;;10349000196;Fio de sutura cirúrgica Surgipro II Azul composto por Polipropileno monofilamentar, de diâmetro USP 7-0 com 75 cm de comprimento, com 2 agulhas CVF1 de  curvatura 3/8Círc.Cilíndrico Corpo Plano de 9 mm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000196 Código/modelo:VPF713X- Fabricante: Covidien LLC. Origem: Importado da República Dominicana ou dos Estados Unidos da América.;Polipropileno;Prolene;
VPF728X;SURGIPRO II;CARDIO;SURGIPRO II AZUL 6-0 75CM 2 KVF-11;Cardiovascular;;;;;6-0;75 cm;3/8 Tapercutting Corpo Plano 13 mm;Tapercutting Corpo Plano;2 x KVF11;3/8;13 mm;36;;10349000196;Fio de sutura cirúrgica Surgipro II Azul composto por Polipropileno monofilamentar, de diâmetro USP 6-0 com 75 cm de comprimento, com 2 agulhas 2 x KVF11 de  curvatura 3/8Tapercutting Corpo Plano de 13 mm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000196 Código/modelo:VPF728X- Fabricante: Covidien LLC. Origem: Importado da República Dominicana ou dos Estados Unidos da América.;Polipropileno;Prolene;
8886308356;THREADS FOR PROCEDURE;CARDIO - KITS;TICRON AZUL E BRANCO 2CV 331;Fios para Válvula - Cardiovascular;AKV15G;KV17G;;;2-0;(4)75 cm;1/2 Círculo  Cilíndrico 16 mm;Círculo  Cilíndrico;2 x CV331;1/2;16 mm;6;;10349000170;Conjunto de Fios para Válvula - Cardiovascular composto por Ti-Cron Azul - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (4)75 cm de comprimento, com duas agulhas (2) x CV331 de curvatura 1/2 Círculo  Cilíndrico 16 mm e Ti-Cron Branco - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (4)75 cm de comprimento, com duas agulhas (2) x CV331 de curvatura 1/2 Círculo Cilíndrica 16 mm. Produto comercializado em caixa contendo 6 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000170 Código/modelo:8886308356 Fabricante: Covidien LLC Origem: Importado da República Dominicana;;;BKVALPEVB17
8886309156;THREADS FOR PROCEDURE;CARDIO - KITS;TICRON AZ/BR 2-0 8X75CM 2 CV331 7F;Fios para Válvula - Cardiovascular;KAT17G;BRFMZ192036;;;2-0;(4)75 cm;1/2 Círculo Cilíndrica 16 mm Almof Teflon (7 X 3 X 1,5mm);Círc. Cilindrico c/almof. (7 x 3 x 1,5mm);2 x CV331;1/2;16 mm;6;;10349000170;Conjunto de Fios para Válvula - Cardiovascular composto por Ti-Cron Azul - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (4)75 cm de comprimento, com duas agulhas (2) x CV331 de curvatura 1/2 Círculo Cilíndrica Almof 7 X 3 X 1,5mm 16 mm e Ti-Cron Branco - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (4)75 cm de comprimento, com duas agulhas (2) x CV331 de curvatura 1/2 Círculo Cilíndrica Almof 7 X 3 X 1,5mm 16 mm. Produto comercializado em caixa contendo 6 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000170 Código/modelo:8886309156 Fabricante: Covidien LLC Origem: Importado da República Dominicana;;;
8886332356;THREADS FOR PROCEDURE;CARDIO - KITS;TICRON WB 2-0 10X75 2 CV316 7F P3X7;Fios para Válvula - Cardiovascular;KAT15G;KAT22G;;;2-0;(5)75 cm;1/2 Círculo Cilíndrica 20 mm Almof Teflon (7 X 3 X 1,5mm);Círc. Cilindrico c/almof. (7 x 3 x 1,5mm);2 x CV316;1/2;20 mm;6;;10349000170;Conjunto de Fios para Válvula - Cardiovascular composto por Ti-Cron Azul - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (5)75 cm de comprimento, com duas agulhas (2) x CV316 de curvatura 1/2 Círculo Cilíndrica Almof 7 X 3 X 1,5mm 20 mm e Ti-Cron Branco - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (5)75 cm de comprimento, com duas agulhas (2) x CV316 de curvatura 1/2 Círculo Cilíndrica Almof 7 X 3 X 1,5mm 20 mm. Produto comercializado em caixa contendo 6 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000170 Código/modelo:8886332356 Fabricante: Covidien LLC Origem: Importado da República Dominicana;;;
8886332456;THREADS FOR PROCEDURE;CARDIO - KITS;TICRON WB 2-0 10X75 2 CV305 PGT3X7;Fios para Válvula - Cardiovascular;KAT26G;;;;2-0;(5)75 cm;1/2 Círculo Cilíndrica 25 mm Almof Teflon (7 X 3 X 1,5mm);Círc. Cilindrico c/almof. (7 x 3 x 1,5mm);2 x CV305;1/2;25 mm;6;;10349000170;Conjunto de Fios para Válvula - Cardiovascular composto por Ti-Cron Azul - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (5)75 cm de comprimento, com duas agulhas (2) x CV305 de curvatura 1/2 Círculo Cilíndrica Almof 7 X 3 X 1,5mm 25 mm e Ti-Cron Branco - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (5)75 cm de comprimento, com duas agulhas (2) x CV305 de curvatura 1/2 Círculo Cilíndrica Almof 7 X 3 X 1,5mm 25 mm. Produto comercializado em caixa contendo 6 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000170 Código/modelo:8886332456 Fabricante: Covidien LLC Origem: Importado da República Dominicana;;;
8886338556;THREADS FOR PROCEDURE;CARDIO - KITS;TICRON WB 2-0 10X75CM 2 CV316;Fios para Válvula - Cardiovascular;KV15G;KV22G;;;2-0;(5)75 cm;1/2 Círculo  Cilíndrico 20 mm;Círculo  Cilíndrico;2 x CV316;1/2;20 mm;6;;10349000170;Conjunto de Fios para Válvula - Cardiovascular composto por Ti-Cron Azul - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (5)75 cm de comprimento, com duas agulhas (2) x CV316 de curvatura 1/2 Círculo  Cilíndrico 20 mm e Ti-Cron Branco - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (5)75 cm de comprimento, com duas agulhas (2) x CV316 de curvatura 1/2 Círculo Cilíndrica 20 mm. Produto comercializado em caixa contendo 6 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000170 Código/modelo:8886338556 Fabricante: Covidien LLC Origem: Importado da República Dominicana;;;BKVALPEVB22
CK660-;THREADS FOR PROCEDURE;CARDIO - KITS;FIOS CORONARIOGRAFIA;Fios para Coronariografia;HK46T;;;;6-0;45 cm;3/8 Circ. Cilindrica / Taper Point;Círculo  Cilíndrico;CC13 - DR13;3/8;1,3cm;12;;80052020045;Conjunto de Fios para coronariografia composto por Surgipro II Azul - Polipropileno monofilamentar, de diâmetro USP 6-0 com 45 cm de comprimento, com agulha CC13 de curvatura 3/8 Círculo  Cilíndrico 1,3cm e Monosof Preto - Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 45 cm de comprimento, com agulha CT20 de curvatura 3/8 CírculoTriangular 2,0cm e Cardiac Tape 35 mm 40cm -. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020045 Código/modelo:CK660- Fabricante: Polysuture. Origem: Nacional.;;;BKANGIO
KC120-;THREADS FOR PROCEDURE;OBSTETRÍCIA - KITS;FIOS CESAREA CATGUT;Fios para Cesárea com Gut;CK120G;;;;2-0;2x90cm;1/2 Circ. Cilíndrica robusta /taper Point  heavy - 3,5 cm;Círculo Triangular;2 x MCR35;3/8;2,5cm;12;;80052020046;Conjunto de Fios para Cesária com Gut composto por Monosof Preto - Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 75 cm de comprimento, com agulha CT25 de curvatura 3/8 Círculo Triangular 25 mm e Plain Gut - Catgut Simples torcido e polido, de diâmetro USP 2-0 com 90 cm de comprimento, com agulha MC35 de curvatura 1/2 Círculo Cilíndrica 35 mm e Plain Gut - Catgut Simples torcido e polido,com dois fios de diâmetro USP 2-0 com (2)90 cm de comprimento, com agulha MCR35 de curvatura 1/2 Círculo Cilíndrica Robusta 35 mm e Chromic Gut - Catgut Cromado torcido e polido, com dois fios  de diâmetro USP 0 com (2)90 cm de comprimento, com agulha MCR40 de curvatura 1/2 Círculo Cilíndrica Robusta 40 mm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020046 Código/modelo:KC120- Fabricante: Polysuture. Origem: Nacional.;;;KCZGUT
KD5510-;THREADS FOR PROCEDURE;CATARATA - KITS;FIOS CATARATA 2 AGULHAS;Fios para Catarata;KF410G;;;;10-0;30 cm;3/8 Circ. Micro Espatulada / Micro Spatula - 6,5 mm - 200 µ;Micro Espatulada - 200µ;2 x CE6,5 - DLZ6,5;3/8;6,5mm;12;;80052020039;Conjunto de Fios para Catarata composto por dois fios Monosof Preto - Nylon (Poliamida) monofilamentar, de diâmetro USP 10-0 com 30 cm de comprimento, com agulha (2) x CE6,5 de curvatura 3/8 Micro Espatulada - 200µ 6,5 mm e Sofsilk  Preta - Seda Multifilamentar Trançada, de diâmetro USP 4-0 com 45 cm de comprimento, com agulha CT12 de curvatura 3/8 Círculo Triangular 1,2cm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020039 Código/modelo:KD5510- Fabricante: Polysuture. Origem: Nacional.;;;KNL10SD40
KO110-;THREADS FOR PROCEDURE;OBSTETRÍCIA - KITS;FIOS OBST. CATGUT SIMPLES 0;Fios para Obstetrícia com Gut;KO105G;;;;0;3 x 75 cm;(1/2 Circ. Cilíndrica robusta / taper Point  heavy - 4,0 cm e 5,0 cm)  (3/8 Circ. triangular / reverse cutting - 3,0 cm);Círculo Triangular;CT30/MCR40/MCR50;3/8;3,0cm;12;;80052020049;Conjunto de Fios para Obstetrícia com Gut composto por Plain Gut - Catgut Simples torcido e polido, de diâmetro USP 0 com 75 cm de comprimento, com agulha CT30 de curvatura 3/8 Círculo Triangular 3,0cm e Plain Gut - Catgut Simples torcido e polido, de diâmetro USP 0 com 75 cm de comprimento, com agulha MCR40 de curvatura 1/2 Círculo Cilíndrica Robusta 4,0cm e Plain Gut - Catgut Simples torcido e polido, de diâmetro USP 0 com 75 cm de comprimento, com agulha MCR50 de curvatura 1/2 Círculo Cilíndrica Robusta 5,0cm . Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020049 Código/modelo:KO110- Fabricante: Polysuture. Origem: Nacional.;;;KOBSCS0
KO120-;THREADS FOR PROCEDURE;OBSTETRÍCIA - KITS;FIOS OBST. CATGUT SIMPLES 2-0;Fios para Obstetrícia com Gut;KO104G;;;;2-0;3 x 75 cm;(1/2 Circ. Cilíndrica robusta / taper Point  heavy - 4,0 cm e 5,0 cm)  (3/8 Circ. triangular / reverse cutting - 3,0 cm);Círculo Triangular;CT30/MCR40/MCR50;3/8;3,0cm;12;;80052020049;Conjunto de Fios para Obstetrícia com Gut composto por Plain Gut - Catgut Simples torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha CT30 de curvatura 3/8 Círculo Triangular 3,0cm e Plain Gut - Catgut Simples torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha MCR40 de curvatura 1/2 Círculo Cilíndrica Robusta 4,0cm e Plain Gut - Catgut Simples torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha MCR50 de curvatura 1/2 Círculo Cilíndrica Robusta 5,0cm . Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020049 Código/modelo:KO120- Fabricante: Polysuture. Origem: Nacional.;;;KOBSCS20
KO210-;THREADS FOR PROCEDURE;OBSTETRÍCIA - KITS;FIOS OBST. CATGUT CROMADO 0;Fios para Obstetrícia com Gut;KO125G;;;;0;3 x 75 cm;1/2 Circ. Cilindrica robusta- Taper Point Heavy / 1/2 Circ.Cilindrica robusta - Taper Point Heavy / 3/8 Circ. Triangular - Reverse Cutting;Círculo Triangular;MCR50/MCR40 / CT30;3/8;3,0cm;12;;80052020038;Conjunto de Fios para Obstetrícia com Gut composto por Chromic Gut - Catgut Cromado torcido e polido, de diâmetro USP 0 com 75 cm de comprimento, com agulha CT30 de curvatura 3/8 Círculo Triangular 3,0cm e Chromic Gut - Catgut Cromado torcido e polido, de diâmetro USP 0 com 75 cm de comprimento, com agulha MCR40 de curvatura 1/2 Círculo Cilíndrica Robusta 4,0cm e Chromic Gut - Catgut Cromado torcido e polido, de diâmetro USP 0 com 75 cm de comprimento, com agulha MCR50 de curvatura 1/2 Círculo Cilíndrica Robusta 5,0cm . Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020038 Código/modelo:KO210- Fabricante: Polysuture. Origem: Nacional.;;;KOBSCC0
KO220-;THREADS FOR PROCEDURE;OBSTETRÍCIA - KITS;FIOS OBST. CATGUT CROMADO 2-0;Fios para Obstetrícia com Gut;KO124G;;;;2-0;3 x 75cm;1/2 Circ. Cilindrica robusta- Taper Point Heavy / 1/2 Circ.Cilindrica robusta - Taper Point Heavy / 3/8 Circ. Triangular - Reverse Cutting;Círculo Triangular;MCR50/MCR40 / CT30;3/8;3,0cm;12;;80052020038;Conjunto de Fios para Obstetrícia com Gut composto por Chromic Gut - Catgut Cromado torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha CT30 de curvatura 3/8 Círculo Triangular 3,0cm e Chromic Gut - Catgut Cromado torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha MCR40 de curvatura 1/2 Círculo Cilíndrica Robusta 4,0cm e Chromic Gut - Catgut Cromado torcido e polido, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha MCR50 de curvatura 1/2 Círculo Cilíndrica Robusta 5,0cm . Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020038 Código/modelo:KO220- Fabricante: Polysuture. Origem: Nacional.;;;KOBSCC20
KOPY120-;THREADS FOR PROCEDURE;OBSTETRÍCIA - KITS;FIOS OBSTETRICIA PGA;Fios para Obstetrícia com Dexon;KVR14G;;;;2-0;3 x 75 cm;(3/8 Circ. triangular / reverse cutting - 3,0 cm) (1/2 Circ. Cilíndrica robusta / taper Point  heavy - 4,0 cm e 5,0 cm);Círculo Triangular;CT30 / MCR40 / MCR50;3/8;3,0cm;12;;80052020043;Conjunto de Fios para Obstetrícia composto por 3 fios de Ácido Poliglicolico - Dexon Violeta, de diâmetro USP 2-0 com 75 cm de comprimento, com 3 agulhas: CT30 de curvatura 3/8 Círculo Triangular 3,0cm, MCR40 de curvatura 1/2 Círculo Cilíndrica Robusta 4,0cm e agulha MCR50 de curvatura 1/2 Círculo Cilíndrica Robusta 5,0cm . Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA:  80052020043 Código/modelo:KOPY120- Fabricante: Polysuture. Origem: Nacional.;;;
KPGT120-;THREADS FOR PROCEDURE;OBSTETRÍCIA - KITS;FIOS CESAREA PGLA;Fios para Cesárea com Dexon / Polyglactin;JCK12G;;;KC100X;2-0;1x90cm;1/2 Circ. Cilindrica / Taper point - 3,5 cm;Círculo Triangular;MC35 - HR35;3/8;2,4cm;12;;80052020041;Conjunto de Fios para Cesária com Dexon / Polyglactin composto por Monosof Preto - Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 75 cm de comprimento, com agulha CT24 de curvatura 3/8 Círculo Triangular 2,4cm e Polyglactin 910 Violeta - Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, de diâmetro USP 2-0 com 90 cm de comprimento, com agulha MC35 de curvatura 1/2 Círculo Cilíndrica 3,5cm e Polyglactin 910 Violeta - Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio,com dois fios de diâmetro USP 2-0 com (2)90 cm de comprimento, com agulha MCR35 de curvatura 1/2 Círculo Cilíndrica Robusta 3,5cm e Polyglactin 910 Violeta - Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio, com dois fios  de diâmetro USP 0 com (2)90 cm de comprimento, com agulha MCR40 de curvatura 1/2 Círculo Cilíndrica Robusta 4,0cm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020041 Código/modelo:KPGT120- Fabricante: Polysuture. Origem: Nacional.;;;KCZPGLA
KPM220DE-;THREADS FOR PROCEDURE;OBSTETRÍCIA - KITS;FIOS CESAREA PGA-PGCL II;Fios para Cesárea com Midsorb e Polyglactin 910 /  Dexon;YCK13G;;;;0;2x90cm;1/2 Circ. Cilindrica robusta / Taper point Heavy - 4,8 cm;Círculo Triangular;MCR48 - HRX48;3/8;2,4cm;12;;80052020057;Conjunto de Fios para Cesária composto de Midsorb, Poliglecaprone 25 Incolor monofilamentar, de diâmetro USP 4-0 com 70 cm de comprimento, com agulha CT24 de curvatura 3/8 Círculo Triangular 2,4cm e 2 fios de Dexon Violeta - Ácido Poliglicólico Multifilamentar -  de diâmetro USP 0 com 90 cm de comprimento, com agulha MCR48 de curvatura 1/2 Círculo Cilíndrica Robusta de 4,8cm e 2 fios de Dexon Violeta - Ácido Poliglicólico Multifilamentar -  de diâmetro USP 2-0 com 90 cm de comprimento, com agulha MCR37 de curvatura 1/2 Círculo Cilíndrica Robusta de 3,7cm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020057 Código/modelo:KPM220DE- Fabricante: Polysuture. Origem: Nacional.;;;KCZPGCLE
KPY500FE-;THREADS FOR PROCEDURE;OBSTETRÍCIA - KITS;FIOS CESAREA - PGLA / PGCL;0;YCK13G;;;;0;4-0;CT24;3/8;70;3/8 Círculo Triangular 24 mm;Círculo Triangular;12;Novo;80052020073;Conjunto de Fios para Cesária composto de Midsorb, Poliglecaprone 25 Incolor monofilamentar, de diâmetro USP 4-0 com 70 cm de comprimento, com agulha CT24 de curvatura 3/8 Círculo Triangular 2,4cm e 2 fios de Polyglactin 910 Violeta - Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio - de diâmetro USP 0 com 90 cm de comprimento, com agulha MCR48 de curvatura 1/2 Círculo Cilíndrica Robusta de 4,8cm e 2 fios de Polyglactin 910 Violeta - Poliglactina 910 Multifilamentar com cobertura de Poliglactina 370 e Estearato de cálcio -  de diâmetro USP 2-0 com 90 cm de comprimento, com agulha MCR37 de curvatura 1/2 Círculo Cilíndrica Robusta de 3,7cm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020057 Código/modelo:KPY500FE- Fabricante: Polysuture. Origem: Nacional.;;;KCZPGCLE
KRM6704-;THREADS FOR PROCEDURE;CARDIO - KITS;FIOS SAFENA 2 PONTES;Fios para Safena;MK38G;;;;7-0;4 x 60 cm;3/8 Circ. Cilindrica  / Taper Point - 1,0 cm;Círculo  Cilíndrico;2 x CC10 - 2 x DR10 (2 agulhas em cada fio / 1 em cada ponta - 4 fios x 2 agulhas = Total: 8 agulhas CC10);3/8;1,0cm;6;Racionalizado;80052020037;Conjunto de Fios para Safena composto por Surgipro Azul - Polipropileno monofilamentar, de diâmetro USP 7-0 com (4)60 cm de comprimento, com duas agulhas (2) x CC10 de curvatura 3/8 Círculo  Cilíndrico 1,0cm e Surgipro Azul - Polipropileno monofilamentar, de diâmetro USP 6-0 com (2)75 cm de comprimento, com duas agulhas (2) x CC13 de curvatura 3/8 Círculo Cilíndrica 1,3cm. Produto comercializado em caixa contendo 6 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020037 Código/modelo:KRM6704- Fabricante: Polysuture. Origem: Nacional.;;;
KRM6706-;THREADS FOR PROCEDURE;CARDIO - KITS;FIOS SAFENA 3 PONTES;Fios para Safena;MK76G;;;;7-0;6 x 60 cm;3/8 Circ. Cilindrica  / Taper Point - 1,0 cm;Círculo  Cilíndrico;2 x CC10 - 2 x DR10 (2 agulhas em cada fio / 1 em cada ponta - 6 fios x 2 agulhas = Total: 12 agulhas CC10);3/8;1,0cm;6;Racionalizado;80052020037;Conjunto de Fios para Safena composto por Surgipro Azul - Polipropileno monofilamentar, de diâmetro USP 7-0 com (6)60 cm de comprimento, com duas agulhas (2) x CC10 de curvatura 3/8 Círculo  Cilíndrico 1,0cm e Surgipro Azul - Polipropileno monofilamentar, de diâmetro USP 6-0 com (3)75 cm de comprimento, com duas agulhas (2) x CC13 de curvatura 3/8 Círculo Cilíndrica 1,3cm. Produto comercializado em caixa contendo 6 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020037 Código/modelo:KRM6706- Fabricante: Polysuture. Origem: Nacional.;;;
KS5510-;THREADS FOR PROCEDURE;CATARATA - KITS;FIOS CATARATA 1 AGULHA;Fios para Catarata;KF310G;;;;10-0;20 cm;3/8 Circ. Micro Espatulada / Micro Spatula - 6,5 mm - 200 µ;Micro Espatulada - 200µ;CE6,5 - DLZ6,5;3/8;6,5mm;12;;80052020039;Conjunto de Fios para Catarata composto por Monosof Preto - Nylon (Poliamida) monofilamentar, de diâmetro USP 10-0 com 20 cm de comprimento, com agulha CE6,5 de curvatura 3/8 Micro Espatulada - 200µ 6,5 mm e Sofsilk  Preta - Seda Multifilamentar Trançada, de diâmetro USP 4-0 com 45 cm de comprimento, com agulha CT12 de curvatura 3/8 Círculo Triangular 1,2cm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020039 Código/modelo:KS5510- Fabricante: Polysuture. Origem: Nacional.;;;KNL10SD40E
VMK720-;THREADS FOR PROCEDURE;CARDIO - KITS;FIOS VALVULA 2XMC20;Fios para Válvula - Cardiovascular;KV15G;KV22G;;;2-0;8 x 75 cm;1/2 Circ. Cilíndrica / taper Point - 2,0 cm;Círculo  Cilíndrico;2 x MC20 - 2 x HR20 (2 agulhas em cada fio / 1 em cada ponta - 8 fios x 2 agulhas = Total: 16 agulhas CC10);1/2;2,0cm;6;;80052020040;Conjunto de Fios para Válvula - Cardiovascular composto por Ti-Cron Verde - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (8)75 cm de comprimento, com duas agulhas (2) x MC20 de curvatura 1/2 Círculo  Cilíndrico 2,0cm e  Ti-Cron Branco - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (7)75 cm de comprimento, com duas agulhas (2) x MC20 de curvatura 1/2 Círculo  Cilíndrico 2,0cm Produto comercializado em caixa contendo 6 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020040 Código/modelo:VMK720- Fabricante: Polysuture. Origem: Nacional.;;;BKVALPEVB22
VMK720ATE-;THREADS FOR PROCEDURE;CARDIO - KITS;FIOS VALVULA 2XMC20AT;Fios para Válvula - Cardiovascular;KAT15G;KAT22G;;;2-0;8 x 75 cm;1/2 Circ. Cilíndrica / taper Point - 2,0 cm;Círc. Cilindrico c/almof. (1,5 x 3 x 6 mm);2 x MC20 - 2 x HR20 (2 agulhas em cada fio / 1 em cada ponta - 8 fios x 2 agulhas = Total: 16 agulhas CC10);1/2;2,0cm;6;;80052020040;Conjunto de Fios para Válvula - Cardiovascular composto por Ti-Cron Verde - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (8)75 cm de comprimento, com duas agulhas (2) x MC20 de curvatura 1/2 Círculo Cilíndrica 2,0cm c/almof. (1,5 x 3 x 6 mm) e Ti-Cron Branco - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (7)75 cm de comprimento, com duas agulhas (2) x MC20 de curvatura 1/2 Círculo Cilíndrica  2,0cm c/almof. (1,5 x 3 x 6 mm). Produto comercializado em caixa contendo 6 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020040 Código/modelo:VMK720ATE- Fabricante: Polysuture. Origem: Nacional.;;;
VOK720-;THREADS FOR PROCEDURE;CARDIO - KITS;FIOS VALVULA 2XMC15;Fios para Válvula - Cardiovascular;AKV15G;KV17G;;;2-0;8 x 75 cm;1/2 Circ. Cilíndrica / taper Point - 1,5 cm;Círculo  Cilíndrico;2 x MC15 - 2 x HR15 (2 agulhas em cada fio / 1 em cada ponta - 8 fios x 2 agulhas = Total: 16 agulhas CC10);1/2;1,5cm;6;;80052020040;Conjunto de Fios para Válvula - Cardiovascular composto por Ti-Cron Verde - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (8)75 cm de comprimento, com duas agulhas (2) x MC15  de curvatura 1/2 Círculo  Cilíndrico 1,5cm e Ti-Cron Branco - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (7)75 cm de comprimento, com duas agulhas (2) x MC15  de curvatura 1/2 Círculo Cilíndrica 1,5 mm. Produto comercializado em caixa contendo 6 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020040 Código/modelo:VOK720- Fabricante: Polysuture. Origem: Nacional.;;;BKVALPEVB17
VOK720ATE-;THREADS FOR PROCEDURE;CARDIO - KITS;FIOS VALVULA 2XMC15 AT;Fios para Válvula - Cardiovascular;KAT17G;BRFMZ192036;;;2-0;(8)75 cm;1/2 Círculo Cilíndrica 15 mm Almof Teflon (1,5 X 3 X 3mm);Círc. Cilindrico c/almof. (1,5 x 3 x 3 mm);2 x MC15;1/2;1,5cm;6;;80052020040;Conjunto de Fios para Válvula - Cardiovascular composto por Ti-Cron Verde - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (8)75 cm de comprimento, com duas agulhas (2) x MC15 de curvatura 1/2 Círculo Cilíndrica  1,5 cm com almof. 3 x 3 mm e Ti-Cron Branco - Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (7)75 cm de comprimento, com duas agulhas (2) x MC15 de curvatura 1/2 Círculo Cilíndrica 1,5 cm com almof. 3 x 3 mm. Produto comercializado em caixa contendo 6 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020040 Código/modelo:VOK720ATE- Fabricante: Polysuture. Origem: Nacional.;;;
